commenter,date,comment,type,assigned,solution,done,notes
Michael Franke,2022-10-07T11:28:21Z,"Sorry for being dense, but you lost me here. What is that model exactly? My best interpretation is: big LM with 13 predictor variables (no idea if interactions were taken into account). Maybe for the myopic readers -like me- spell this out explicitly.If you did use a big model with many predictors, a worry that may arise in connection with not finding much evidence for predictor effects in the posterior is collinearity (the ""eater of effects""). Maybe address it somehow to avoid critical reviewer comments here.",,,,,
Michael Franke,2022-10-07T11:33:48Z,"This is very generic. Can we not say anything more informative?I guess that to interpret the actual evidence from the non-uniqueness predictor, one would need to know more about the distribution of the predicted variable in the first place.",,,,,
Michael Franke,2022-10-07T13:33:05Z,"[apologies if this issue came up elsewhere and I missed it]Could the variation found be partially explained by the ""design of the meta-experiment""? If researchers knew about the existence of other teams, it might have encouraged them to do something special. Like playing an anti-coordination game.In fact, I wonder if the data from this meta-experiment could be useful for a follow-up study to address this issue. E.g., distill 3-5 analyses from what teams produced, and ask other researchers from the field to choose the one of which they expect others to pick the same (Schelling focal point: https://en.wikipedia.org/wiki/Focal_point_(game_theory)#Examples). If that works (most people pick the same analysis), there could be a sense in which the community does have a shared sense of what counts as the default / go-to analysis.",,,,,
Michelle Cohn,2022-10-10T19:26:23Z,"For formants, a negative value could indicate raising (F1) or fronting (F2). Can the coordinating authors add in more information about how formants were transformed (e.g., if looking at F1/F2 separately or F1/F2 Euclidean distance, for example).",,,,,
Mike Proctor,2022-10-12T04:31:09Z,👍,,,,,
Niamh Kelly,2022-09-30T11:16:37Z,classic?,,,,,
Niamh Kelly,2022-09-30T11:17:21Z,"""said"" sounds better to me..",,,,,
Niamh Kelly,2022-10-10T13:04:04Z,👍,,,,,
Olivier Crouzet,2022-10-11T13:16:19Z,replace 'what' with 'was'?,,,,,
Paul Foulkes,2022-09-27T17:28:33Z,x (just marking typos with x)lots of rogue spaces before punctuation marks,,,,,
Paul Foulkes,2022-09-27T17:42:36Z,insert 'has been',,,,,
Paul Foulkes,2022-09-27T17:45:33Z,relatively rare?it seems to me much more common these days,,,,,
Paul Foulkes,2022-09-27T17:46:09Z,reference missing?,,,,,
Paul Foulkes,2022-09-27T17:46:38Z,suggest delete commas,,,,,
Paul Foulkes,2022-09-27T17:47:27Z,"so 20 did, 9 didn't. I'd go for the Ns rather than %s, or add % in brackets.",,,,,
Paul Foulkes,2022-09-27T17:48:03Z,can you say here what the broad topic was? I assume this wasn't speech?,,,,,
Paul Foulkes,2022-09-27T17:48:28Z,comma,,,,,
Paul Foulkes,2022-09-27T17:49:11Z,"?? what are the two referred to here? You have the one in the last para, then 'several' at the start of this para.",,,,,
Paul Foulkes,2022-09-27T17:49:27Z,reference?,,,,,
Paul Foulkes,2022-09-27T17:52:25Z,NB to other readers: there is a systematic problem with references not showing up in this document. see PDF.,,,,,
Paul Foulkes,2022-09-27T17:52:56Z,maybe to do with referencing software not showing up here,,,,,
Paul Foulkes,2022-09-27T17:57:43Z,> singular?,,,,,
Paul Foulkes,2022-09-27T18:00:01Z,referents,,,,,
Paul Foulkes,2022-09-27T18:09:38Z,can you explain why the other 16 teams were dropped?,,,,,
Paul Foulkes,2022-09-27T18:10:08Z,did they all use Praat?,,,,,
Paul Foulkes,2022-09-27T18:13:42Z,"in practical terms, was does this mean?",,,,,
Paul Foulkes,2022-09-27T18:15:12Z,can you translate this into some sort of phonetic units?,,,,,
Paul Foulkes,2022-09-27T18:16:22Z,...which means? (in phonetic terms) i.e. no apparent effect?,,,,,
Paul Foulkes,2022-09-27T18:18:30Z,-s',,,,,
Paul Foulkes,2022-09-27T18:20:28Z,"ok, this comes up later, so cross-refer to that section",,,,,
Paul Foulkes,2022-09-27T18:22:06Z,ms,,,,,
Paul Foulkes,2022-09-27T18:22:15Z,ms,,,,,
Paul Foulkes,2022-09-27T18:22:44Z,ms,,,,,
Paul Foulkes,2022-09-27T18:23:41Z,-s',,,,,
Paul Foulkes,2022-09-27T18:25:13Z,"there is no mention here of whether analysis was automated or manual, or some combination thereof, e.g. whether there was manula checking of a subset of the data derived from scripts",,,,,
Paul Foulkes,2022-09-27T18:26:44Z,"ot it's an effect that gets lost in this kind of task, which is repetitive, and the surprisal element thus gets bleached. Did anyone look for learning/test order effects in the data?",,,,,
Paul Foulkes,2022-09-27T18:29:42Z,I'm glad I'm useful for something!,,,,,
Paul Foulkes,2022-09-27T18:31:15Z,noun phrase neededor 'that permit the extraction of...',,,,,
Paul Foulkes,2022-09-27T18:36:13Z,"I feel this is overblown. The majority of results in effect said 'no effect'. Maybe nuance this a bit? It looks like chaos worded this way, but it wasn't.",,,,,
Paul Foulkes,2022-09-28T08:25:18Z,"yes, good point. I think a similar issue applies to reviewing other reports: we took each one at face value. We might have criticised obvious errors or omissions (e.g. why X wasn't investigated when all general theoretical claim would suggest it should be), but we would have made allowances for things we didn't do but which seemed sound. You portray the 'acceptability' of different approaches as something rather negative, whereas I'd be more positive about that as an open minded way to investigate the issue. This is especially true when we knew our analysis found no effect, so were generally positive about other reports that tried something else as a thorough trawl through the data. I think we were only positive about reports that still found no effect, as we were convinced there wasn't an effect. We would have been more sceptical reading a report which did claim an effect.",,,,,
Paul Foulkes,2022-09-28T08:32:55Z,"yes, thanks a lot chaps",,,,,
Paul Foulkes,2022-10-03T06:43:22Z,couldn't you make much the same point about literally any aspect of speech?,,,,,
Paul Foulkes,2022-10-03T06:48:33Z,"but the 'broad question' is inevitable w.r.t speech, no? speech is multidimensional and dynamic. we don't and can't agree that there is some single parameter (or small well-defined set) that will do all the work, and thus justify a unitary approach. my interpretation of the collective data here is that we all did something slightly different, but on balance we mostly agree there was no effect. find my a batch of studies on the same phonetic topic where you don't get a similar outcome. I take your point that we want to know the 'truth' and it's hard to be sure, but (i) I think it's unavoidable with speech that you see inconsistency in approach and in outcomes, but (ii) this batch of studies was reasonable well in agreement. The breadth of the approach is to some extent a strength, not just a weakness - collectively we left few stones unturned.",,,,,
Rebecca Scarborough,2022-10-10T15:25:40Z,> myriad possible decisions... (singular + no 'of'),,,,,
Sam Hellmuth,2022-10-03T09:01:31Z,Upvoting this suggestion - I agree we lose useful information by not differentiating types of models here,,,,,
Sam Hellmuth,2022-10-03T09:10:06Z,"Even the target adjectives varied (presumably necessary to generate the desired typicality differentials) but they have different: stress position (penult vs antepenult), # syllables (disyll vs trisyll), syllable weight/type of stressed syllable (CVV vs. CVC).",,,,,
Sam Hellmuth,2022-10-03T09:13:57Z,also 👍,,,,,
Sam Hellmuth,2022-10-03T09:15:39Z,👍,,,,,
Sam Hellmuth,2022-10-03T09:16:03Z,👍👍,,,,,
Sam Hellmuth,2022-10-03T09:18:36Z,👍,,,,,
Sara Finley,2022-09-28T13:50:29Z,Just an FYI- rainier variety cherries are yellow.  https://nationaltoday.com/national-rainier-cherry-day/,,,,,
Sara Finley,2022-09-28T17:06:36Z,range of team size may be useful here as well.,,,,,
Sara Finley,2022-09-28T17:22:07Z,"There also was variability in how teams defined typicality (e.g., which conditions were compared/included in the models)",,,,,
Sara Finley,2022-09-28T17:26:41Z,"Does this include analyses that were not included? If so, were there analyses dropped because of quality issues?",,,,,
Sara Finley,2022-09-28T17:31:28Z,"I don't think I understand what this means, even with the definition.",,,,,
Sara Finley,2022-09-28T17:33:32Z,Did it make a difference if the model compared multiple acoustic dimensions in a single model?,,,,,
Sara Finley,2022-09-28T17:40:00Z,Is is a bad thing that teams would make use of previous findings in the literature to guide their choice of analysis? I'm not quite sure I understand this paragraph.,,,,,
Sara Finley,2022-09-28T17:43:11Z,"Another issue is that teams were asked to analyzed a specific data set to answer the question. I imagine if teams were to start from square 1, there would be even more degrees of freedom (e.g., this is not the study I would design to test this research question).",,,,,
Sara Finley,2022-09-28T17:50:41Z,👍,,,,,
Scott Perry,2022-10-05T00:15:37Z,"Yes, as well as the '|' ?",,,,,
Shiloh Drake,2022-09-27T21:44:59Z,the,,,,,
Shiloh Drake,2022-09-27T21:56:18Z,agreed; the criteria for dropping/keeping analyses would be nice to have.,,,,,
Shiloh Drake,2022-09-28T00:56:08Z,"this phrase is difficult to parse. it would be useful to rephrase and/or break into multiple sentences, particularly since this is the main statement of findings.",,,,,
Simon Roessig [Ritter],2022-10-04T13:01:13Z,1.00? 1 could also be rounded (1.08 for example),,,,,
Simon Roessig [Ritter],2022-10-04T13:02:39Z,Did you already introduce f0 as abbreviation for fundamental frequency?,,,,,
Simon Roessig [Ritter],2022-10-04T13:03:39Z,Closing bracket missing?,,,,,
Simon Roessig [Ritter],2022-10-04T13:05:33Z,"A super nice figure. The font is a bit too small for me. Do you explain the graphical elements, like what is thick, what is thin in the forest plot? Or is this clear to everyone?",,,,,
Simon Wehrle,2022-09-28T15:39:56Z,This could do with being spelled out/clarified further (even at this point; cf. Paul's comment above),,,,,
Simon Wehrle,2022-09-28T15:47:11Z,"Great points-some examples along the lines Jen suggests in her first comment would be really helpful/interesting (understandable if that's not doable time- and effort-wise, of course...)",,,,,
Simon Wehrle,2022-09-29T06:50:59Z,as did ours...,,,,,
Simon Wehrle,2022-09-29T06:52:57Z,👍,,,,,
Simon Wehrle,2022-09-29T06:56:25Z,"maybe explicitly mention the 17% of Bayesian analyses somewhere here, and why this approach might be a good idea (although this could be seen to be implied)",,,,,
Simon Wehrle,2022-09-29T07:08:41Z,"nitpicky, but: the use of the term and even more so the concept itself go back way further of course (but I love it and the point can't be made often enough)",,,,,
Simon Wehrle,2022-09-29T07:13:04Z,"Maybe new sentence from ""falsified"" (and delete the ""because""), it's a bit much to process otherwise",,,,,
Simon Wehrle,2022-09-29T07:22:36Z,"Suggestion: ""Despite all these possible sources of bias and uncertainty, our study suggests that, across researchers, we can expect to find at least the rather concerning degree of variability observed here"".(if I understand correctly?? )",,,,,
Simon Wehrle,2022-09-29T07:27:37Z,Conclusion very neat and clear!,,,,,
Simon Wehrle,2022-09-29T07:28:15Z,"really important work (and a LOT of work especially for the coordinators!), so big thanks to all!",,,,,
Simon Wehrle,2022-09-29T08:00:51Z,"I wonder if there is any room (here or above) to mention a specific issue with the data set that we discussed quite a bit in our team, and that was mentioned also by the coordinators eventually. Quoting Stefano from March 7 (ish?):""Several teams had a question that is worth sharing with everybody. It was noted by some of you that typicality is not manipulated within noun (e.g. yellow banana vs. blue banana), but rather across nouns (orange mandarin vs red cucumber). We apologise for the confusion the ""yellow banana vs. blue banana"" example might have created.""While I understand there were good reasons for this (and the examples given in the description of the data set very (very) implicitly point towards this fact), I feel like it could be quite important to point this limitation out explicitly. Given that we are talking about teeny-tiny effects (if any), it does not seem unimportant that e.g. the final two syllables in some cases were e.g. ""nane"" but in others ""gurke"" (and not the same across typicality conditions).More broadly, this is very much related to the question of if and how data gathered in a relatively artificial task like the one used here can tell us anything about how very subtle phonetic cues are used and perceived in real-life spoken interactions. Obviously this is an issue for another time and place, but I don't think it's an orthogonal one either, given how quite feasibly these things might influence decisions regarding processing, analysis and interpretation of the data.",,,,,
Simon Wehrle,2022-09-29T08:04:45Z,_Marked as resolved_,,,,,
Simon Wehrle,2022-09-29T08:05:32Z,_Re-opened_,,,,,
Simon Wehrle,2022-09-29T14:34:08Z,"I was afraid you would ask :D I keep wanting to go on a thorough literature search on this so I can back up the term in what I want to write to criticise ""outside"" pronouncements on e.g. non-native or autistic communication, but then get distracted by things I actually get paid for (more or less)...So, for the moment, the best I have to offer as a reference DIRECTLY using the term (and one that is much cited) might beCampbell, D. T. (1975). On the conflicts between biological and social evolution and between psychology and moral tradition.The paper is all over the place, but includes references to important previous work on the concept (not necessarily using the exact term) such as Kant, Hume, Popper, Polanyi, Kuhn.........Now I have overcompensated for my previously elliptic answer---shutting up :)",,,,,
Stefano Coretta,2022-09-27T16:54:23Z,Other authors to be added before submission,,,,,
Stefano Coretta,2022-10-02T08:27:58Z,_Re-opened_,,,,,
Stefano Coretta,2022-10-02T08:33:17Z,Thanks for your insights! It is exactly the fact that such broad questions are commonplace in phonetics that makes the results concerning.,,,,,
Stefano Coretta,2022-10-02T08:39:02Z,"That's exactly our point! We start from the assumption that most questions in phonetic research are broad to begin with and hypotheses are under specified. This is an assumption we make based on our experience, as we mention in the introduction, so to be sure it would require a different study altogether.",,,,,
Stefano Coretta,2022-10-02T08:41:48Z,"Thanks Jen for your insightful comments! I think it's exactly the fact that nobody questioned the question as being to board that can be seen as a concern. If it were common in our field to come up with very specific hypotheses, like they do in physics for example, this would have emerged at the beginning of the project, rather that at the end when the degree of variability was known. I think a point for the future might be to ask teams, at the beginning of the project, if they feel the question is reasonably defined? Or so,etching like that",,,,,
Stefano Coretta,2022-10-02T08:45:17Z,"Note that the audience of this study are not phoneticians, but rather the readers of AMPPS which is quite diverse. The main objective of the study was to estimate variability between analysts given one research question and one data set. We feel we have answered this question here. Of course, there are many follow up studies to be done, meta-scientific and phonetic alike. We do in fact encourage teams to pursue more fine grained analyses if they wish to do so. The data is available. :) we don't think of this study as the the only one that can be done of this kind. As with any study, it should be replicated, either conceptually or exactly.",,,,,
Stefano Coretta,2022-10-02T08:46:53Z,"This is a widely used experimental design, especially in psycholinguistics, and will be recognised as such by the readers of AMMPS, as it is quite common knowledge.",,,,,
Stefano Coretta,2022-10-02T08:53:02Z,"Because that's how meta-analytical models of this kind are made. Group-level (random) effects are used for shrinking each estimate included in the analysis. Since there are no main predictors in the model, there cannot be random slopes.",,,,,
Stefano Coretta,2022-10-02T18:38:34Z,"As said in another comment, the audience of the paper is readers of AMPPS which don't necessarily have a background in phonetics. That is why the second part of the analysis (where we look at different aspects of analyses and researchers' predictors) is not as in-depth as it could be. Also, note that this latter analysis was pre-registered and although we had to make a few adjustments we did not deviate from the preregistration despite of the many avenues of enquiry that we noticed after receiving the analyses. We very much hope that some of you will want to further this exploratory part in future studies! The data is available to all. :)In other words, we are not trying to estimate phonetic effects, but variability across teams. Which is why the whole paper is ""meta"", rather than on phonetics. (Again, anyone is welcome to pick this up and do a phonetic analysis of the data instead).",,,,,
Stefano Coretta,2022-10-02T18:41:48Z,"This is precisely what the study was meant to address. The variability across teams (rather than the phonetic research question), as we clearly detail in the introduction in several places.",,,,,
Timo Roettger,2022-10-04T05:25:35Z,"I understand your concern, and the coordinating authors have already discussed some additional plots for the supplementary materials that show that even within same outcome / window we get opposite results. But the issue you raise is important and IMO the main issues: The RQ interpretation is variable because we often formulate RQs without strong quantitative predictions (e.g. work on acoustic correlates of word stress, focus, or any other prosodic phenomenon I have looked at allow for thousands ways to measure it AND everyone does it differently). That is a big problem. You are right that it is likely not just measurement variability per se but actually how the RQ is mapped on the measurement system. And it goes beyond that, even if  we were to agree how to measure sth, we would still vary in how this is translated into statistical hypothesis testing. With all the helpful suggestions and comments of all of you, I am confident that we can clarify and strengthen this point even more.",,,,,
Timo Roettger,2022-10-04T05:27:58Z,I also think the discussions happening in this document itself are super interesting and we should document them.,,,,,
Timo Roettger,2022-10-04T05:36:19Z,"I think it is fair to say that we would fundamentally disagree with the assumption that this between-team variability is healthy in the current system of reporting and interpreting results. I can see how it could be healthy in a world in which we all would stick to exploratory analyses and would only cautiously interpret our results as hypothesis generating. (And I think discussing this could be a valuable addition to the MS, so thank you for this great comment :). Unfortunately, there is no evidence that this is the case in our field, or neighbouring fields for that matter. Most papers are framed in hypothesis testing narratives, claims are made overconfidently, and uncertainty is not calibrated in light of the methodological challenges discussed here.",,,,,
Timo Roettger,2022-10-04T05:39:55Z,"While I agree with Paul's comment above that as a whole we kind of converged on there not being much of an effect, this is not an accurate description of individual teams. And that is the crux. A RQ is answered by one team, or one analyst. Their analysis and interpretation makes it into the publication landscape. How confident can we be in the results if there would be another team out there that used an alternative but reasonable analysis who finds the opposite result? We definitely would be much less confident right?",,,,,
Tom Lentz TiU,2022-10-10T15:28:36Z,"Does the 170 refer to separate models or analyses? (I think I know the answer, but maybe this should be made more explicit). Admittedly, this comment is a bit nitpicky, but one could make multiple models to analyse the whole dataset, but give one answer (corrected for multiple comparisons / false discovery rate). If frequentist, the analysis is after the significance against the H0 ""none of the measures we included are significantly affected by typicality"".",,,,,
Tom Lentz TiU,2022-10-10T15:33:33Z,"Does seniority affect the effect size found? I can imagine some effect in which the more experienced researchers, with their experience and/or bias of where the effect should be, would their analysis in a way that teases out a larger effect (depending on their experience, they may know where an effect could be and go, and in e.g. pitch something may go up and in duration down; an expert may have a good hunch). Note that this effect does not simply mean these older guys are more likely to be right, but they may be good at producing significance (which is what in the end gets us grants and pays our salaries).",,,,,
Tom Lentz TiU,2022-10-10T15:58:13Z,"Agreed (and this idea ties in with my comment for the number of analyses, because when multiple comparisons/analyses are taken into account, one could consider those analyses, bundled together as evaluating one hypothesis, one analysis again)",,,,,
Zlati Ilchovska,2022-10-10T12:43:39Z,"You have, in the pdf, a reference here ""Collaboration, 2015"". We suggest: ""Open Science Collaboration, 2015"".",,,,,
